text,amount_vnd,category,type
Đổ xăng 50k,50000,Di chuyển,Chi tiêu
Ăn uống vs bạn bè 200k tiền,200000,Giải trí,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Đổ xăng 50k hôm nay,50000,Di chuyển,Chi tiêu
78000,78000,Sức khỏe,Chi tiêu
Xăng xe 30k,30000,Di chuyển,Chi tiêu
Trả nợ 2 1 triệu,1000000,Trả nợ,Chi tiêu
Thanh toán Ăn kem 30k,30000,Cafe,Chi tiêu
23000,23000,Giáo dục,Chi tiêu
Mượn tiền ăn Cupe Tiên 450k hôm nay,450000,Trả nợ,Chi tiêu
Phiếu lương 7.6tr ck,7643000,Phiếu lương,Thu nhập
Mẹ cho 800 nghìn,800000,Quà tặng,Thu nhập
Thuốc cảm 78k ck,78000,Sức khỏe,Chi tiêu
Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
Thanh toán Khác 100k,100000,Khác,Chi tiêu
Tiền caffee mời sếp 58k bằng tiền mặt,58000,Tạp phẩm,Chi tiêu
Cho nội 200k ck,200000,Khác,Chi tiêu
Hớt tóc 30k hôm nay,30000,Hớt tóc,Chi tiêu
Ăn uống 300k bằng tiền mặt,300000,Tạp phẩm,Chi tiêu
Mua bánh  nghìnem sinh nhật anh 2 220 nghìn,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Đám cưới Ngân Ngân 400k bằng tiền mặt,400000,Đám tiệc,Chi tiêu
Thanh toán Thuốc 7 ngày 98k,98000,Sức khỏe,Chi tiêu
Xà bông gội đầu 25k ck,25000,Mỹ phẩm chăm sóc da,Chi tiêu
500000,500000,Sức khỏe,Chi tiêu
Làm tóc 260k bằng tiền mặt,260000,Hớt tóc,Chi tiêu
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua bánh  triệuáng 10 nghìn,10000,Tạp phẩm,Chi tiêu
Thanh toán Khám sức khỏe hồ sơ xin việc 120k,120000,Sức khỏe,Chi tiêu
Mẹ cho 300 nghìn,300000,Quà tặng,Thu nhập
Phiếu lương 7.6tr,7643000,Phiếu lương,Thu nhập
Xăng xe 70k ck,70000,Di chuyển,Chi tiêu
Cắt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
35000,35000,Khác,Chi tiêu
Đi bơi 40k hôm nay,40000,Khác,Chi tiêu
Cô A.Linh gửi 500 nghìn,500000,Quà tặng,Thu nhập
25000,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Nc tẩy trang 165k,165000,Mỹ phẩm chăm sóc da,Chi tiêu
"Thanh toán Sữa tắm 159k, gội đầu 155k, lăn khử mùi 115k 419k",419000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Sách: Một cuốn sách về chủ nghĩa tối giản 171k,171000,Giáo dục,Chi tiêu
200000,200000,Quà tặng,Thu nhập
Mẹ cho 1tr 1tr hôm nay,1000000,Quà tặng,Thu nhập
Thanh toán Tiền mẹ cho 80k,80000,Quà tặng,Thu nhập
Lì xì 50k ck,50000,Quà tặng,Thu nhập
Lì xì 200 nghìn,200000,Quà tặng,Thu nhập
Wifi 130k ck,130000,4G,Chi tiêu
Đám cưới Duyên 500k hôm nay,500000,Đám tiệc,Chi tiêu
Ship hàng sim 30k bằng tiền mặt,30000,4G,Chi tiêu
Mua bánh pía kim sa chuẩn bị trail 95k ck,95000,Tạp phẩm,Chi tiêu
Thanh toán Mượn tiền 200k,200000,Mượn tiền,Thu nhập
30000,30000,Di chuyển,Chi tiêu
Chị 2 cho tiền sinh nhật 500k,500000,Quà tặng,Thu nhập
Ăn sáng 72k,72000,Tạp phẩm,Chi tiêu
Mẹ 500k + Cô 5 500k 1tr bằng tiền mặt,1000000,Quà tặng,Thu nhập
Thanh toán Phụ cấp tháng 5/2025 2.2tr,2220000,Phiếu lương,Thu nhập
Cho Bằng mượn 1tr ck,1000000,Mượn tiền,Thu nhập
Ăn kem 30k,30000,Cafe,Chi tiêu
"Sách ""Một đời như kẻ tìm đường"" 135k tiền",135000,Giáo dục,Chi tiêu
Đổ xăng 30k ck,30000,Di chuyển,Chi tiêu
Mua lăn nách 79k,79000,Sức khỏe,Chi tiêu
ChayGPT Plus share 1 tháng 157k hôm nay,157000,Khác,Chi tiêu
Thanh toán Mẹ đưa lại tiền ăn cơm 100k,100000,Tạp phẩm,Chi tiêu
Photo công chứng 60k,60000,Khác,Chi tiêu
140000,140000,Tạp phẩm,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Sinh nhật anh Tiến 200k,200000,Trả nợ,Chi tiêu
Ăn sáng 100k hôm nay,100000,Tạp phẩm,Chi tiêu
Bánh kem sinh nhật Khải 210k hôm nay,210000,Đám tiệc,Chi tiêu
Mượn chị 2 200 nghìn,200000,Mượn tiền,Thu nhập
Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Hớt tóc 50k tiền,50000,Hớt tóc,Chi tiêu
Cho nội 200k bằng tiền mặt,200000,Khác,Chi tiêu
Đám cưới 500k hôm nay,500000,Đám tiệc,Chi tiêu
2500000,2500000,Phiếu lương,Thu nhập
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Ăn sáng 20k ck,20000,Tạp phẩm,Chi tiêu
Mượn tiền 200k bằng tiền mặt,200000,Mượn tiền,Thu nhập
5G 150k tiền,150000,4G,Chi tiêu
Phụ cấp tháng 11 2.1 triệu,2072000,Phiếu lương,Thu nhập
Sách Tài chính cá nhân dành cho người Việt Nam 157k hôm nay,157000,Giáo dục,Chi tiêu
Thanh toán Mua kẹo ngậm 10k,10000,Sức khỏe,Chi tiêu
Đưa cupe Tiên mượn 150 nghìn 150 nghìn,150000,Mượn tiền,Thu nhập
Xà bông gội đầu 15k ck,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Xà bông gội đầu 25 nghìn,25000,Mỹ phẩm chăm sóc da,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k bằng tiền mặt",299000,Giáo dục,Chi tiêu
Mua sách 155k bằng tiền mặt,155000,Giáo dục,Chi tiêu
Tiền chú Sơn CSGT đãi tiệc chú Tùng 500k bằng tiền mặt,500000,Quà tặng,Thu nhập
Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
Vaselines khô môi 65k ck,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn kem 30k ck,30000,Cafe,Chi tiêu
Học phí UIT  nghìnỳ 4 50% 3.9 triệu,3915000,Giáo dục,Chi tiêu
Ăn kem 30k bằng tiền mặt,30000,Cafe,Chi tiêu
Ship hàng sim 30k tiền,30000,4G,Chi tiêu
Ăn sáng cháo x3 60k,60000,Tạp phẩm,Chi tiêu
Mua đá hồi phục 10k ck,10000,Sức khỏe,Chi tiêu
Thanh toán Phụ cấp tháng 10 2tr,1952000,Phiếu lương,Thu nhập
Thanh toán Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Sáp khử mùi 119k bằng tiền mặt,119000,Mỹ phẩm chăm sóc da,Chi tiêu
10000,10000,4G,Chi tiêu
Hùng tiền tất niên 100k bằng tiền mặt,100000,Trả nợ,Chi tiêu
100000,100000,Đám tiệc,Chi tiêu
Ăn sáng 135k,135000,Tạp phẩm,Chi tiêu
Mượn chị 2 300 nghìn,300000,Mượn tiền,Thu nhập
Xăng 30k tiền,30000,Di chuyển,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
Thanh toán Di chuyển 50k,50000,Di chuyển,Chi tiêu
Tiền mẹ cho 80k hôm nay,80000,Quà tặng,Thu nhập
Cho Hậu mượn 100k 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
Mượn tiền 200 nghìn,200000,Mượn tiền,Thu nhập
Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Lấy đồ giặt giùm a Khoa 35k tiền,35000,Khác,Chi tiêu
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Gây quỹ ủng hộ bão số 3 20k bằng tiền mặt,20000,Khác,Chi tiêu
Thanh toán Thuốc cảm 154k,154000,Sức khỏe,Chi tiêu
Áo + 50k giải CLB Runner LA 200k,200000,Trả nợ,Chi tiêu
2000000,2000000,Mượn tiền,Thu nhập
Caffe 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
Thanh toán Sinh nhật Linh 220k,220000,Đám tiệc,Chi tiêu
Wifi tháng 5 65k hôm nay,65000,4G,Chi tiêu
Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Mẹ cho 400k ck,400000,Quà tặng,Thu nhập
65000,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Kem đánh răng 25 nghìn,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Cho Bằng mượn 1tr tiền,1000000,Mượn tiền,Thu nhập
Thanh toán Salonship 20k,20000,Sức khỏe,Chi tiêu
Làm răng 400k tiền,400000,Sức khỏe,Chi tiêu
Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Trả Cupe Tiên 200k hôm nay,200000,Trả nợ,Chi tiêu
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Xà bông gội đầu 25 nghìn,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Mẹ cho 1tr hôm nay,1000000,Quà tặng,Thu nhập
Hậu trả tiền 100k + đóng tiền nhà dư 100k 200k bằng tiền mặt,200000,Tạp phẩm,Chi tiêu
"Thanh toán Mua sách ""Đúng Việc"" 105k",105000,Giáo dục,Chi tiêu
Mua đồ ăn cơm 60k tiền,60000,Tạp phẩm,Chi tiêu
Cho tiền Khải mua đồ 6k hôm nay,6000,Quà tặng,Thu nhập
Thuốc cảm 78 nghìn,78000,Sức khỏe,Chi tiêu
Mượn 2 1tr 1tr tiền,1000000,Mượn tiền,Thu nhập
Cupe Tiên chuyển tiền 227k tiền,227000,Khác,Chi tiêu
Hùng tiền nhậu 100k tiền,100000,Đám tiệc,Chi tiêu
Lương tháng 7 1.8 triệu,1800000,Phiếu lương,Thu nhập
Mua thuốc cảm ho sổ muỗi 48k ck,48000,Sức khỏe,Chi tiêu
Cho nội 200k tiền,200000,Khác,Chi tiêu
Đám cưới Duyên 500k tiền,500000,Đám tiệc,Chi tiêu
Thanh toán Sim 5gb 1.1tr,1050000,4G,Chi tiêu
Bông gòn rái tay 20k hôm nay,20000,Khác,Chi tiêu
Thanh toán Phụ cấp tháng 10 2tr,1952000,Phiếu lương,Thu nhập
Ăn sáng 75 nghìn,75000,Tạp phẩm,Chi tiêu
Thanh toán Hớt tóc 100k,100000,Hớt tóc,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Thuốc cảm 154k,154000,Sức khỏe,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Phụ cấp tháng 10 2 triệu,2000000,Phiếu lương,Thu nhập
Thanh toán Dây cáp mạng 120k,120000,4G,Chi tiêu
Mua caffe đi tòa 33 nghìn,33000,Cafe,Chi tiêu
Hớt tóc 30 nghìn,30000,Hớt tóc,Chi tiêu
145000,145000,Giáo dục,Chi tiêu
Trả chị 2 1tr tiền,1000000,Trả nợ,Chi tiêu
Thanh toán Xăng xe 30k,30000,Di chuyển,Chi tiêu
Thanh toán Mạng 5g Viettel 150k,150000,4G,Chi tiêu
Card wifi 255k tiền,255000,4G,Chi tiêu
Ăn sáng 30k,30000,Tạp phẩm,Chi tiêu
Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Trả góp tiền dt tháng 10 840k ck,840000,Trả nợ,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5 triệu,2500000,Trả nợ,Chi tiêu
Mua đồ ăn cơm 50k ck,50000,Tạp phẩm,Chi tiêu
Làm tóc 260k tiền,260000,Hớt tóc,Chi tiêu
Cho nội 200 nghìn,200000,Khác,Chi tiêu
Cho Cupe Tiên mượn đóng tiền học 300 nghìn,300000,Mượn tiền,Thu nhập
Đưa Cupe Tiên bỏ túi 200k tiền,200000,Khác,Chi tiêu
Sim 5gb 1.1tr ck,1050000,4G,Chi tiêu
Cắt tóc 60k,60000,Hớt tóc,Chi tiêu
Uống nước nghe nhạc 40k,40000,Cafe,Chi tiêu
Xà bông gội đầu 15 nghìn,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Đổ xăng 50 nghìn,50000,Di chuyển,Chi tiêu
50000,50000,Hớt tóc,Chi tiêu
Thanh toán Salonship 20k,20000,Sức khỏe,Chi tiêu
Hùng tiền tất niên 100 nghìn,100000,Trả nợ,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Caffe vs đám bạn 66k hôm nay,66000,Cafe,Chi tiêu
Chích redbun + mua dây đeo 50k,50000,Tạp phẩm,Chi tiêu
Tiền dt tháng 8 800k ck,800000,Trả nợ,Chi tiêu
Thanh toán Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
Sửa rửa mặt 283k tiền,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Nạp tiền dt mua mạng 130k tiền,130000,4G,Chi tiêu
Mạng 5g Viettel 150k hôm nay,150000,4G,Chi tiêu
Caffe vs đám bạn 66k bằng tiền mặt,66000,Cafe,Chi tiêu
Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
Lì xì của cô năm r xài r nữa 16 nghìn,16000,Quà tặng,Thu nhập
Nc tẩy trang 165k bằng tiền mặt,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
Bán chai nc hoa poss 150 nghìn,150000,Khác,Chi tiêu
Kem rạng da 327 nghìn,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
Uống nước nghe nhạc 40k hôm nay,40000,Cafe,Chi tiêu
Hùng tiền tất niên 100k ck,100000,Trả nợ,Chi tiêu
600000,600000,Đám tiệc,Chi tiêu
Mua xà bông gội đầu 30k tiền,30000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Nước đá thả lỏng sau long run 5k,5000,Sức khỏe,Chi tiêu
Ăn vặt 100 nghìn,100000,Tạp phẩm,Chi tiêu
Thanh toán Xăng xe 30k,30000,Di chuyển,Chi tiêu
120000,120000,4G,Chi tiêu
20000,20000,Sức khỏe,Chi tiêu
Đưa cupe Tiên mượn 150 nghìn 150 nghìn,150000,Mượn tiền,Thu nhập
Đám cưới Duyên 500k tiền,500000,Đám tiệc,Chi tiêu
Nhổ răng 500 nghìn 500 nghìn,500000,Sức khỏe,Chi tiêu
Sinh nhật anh Tiến 200k hôm nay,200000,Trả nợ,Chi tiêu
Trà sữa 40k tiền,40000,Cafe,Chi tiêu
Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn chị 2 300 nghìn,300000,Mượn tiền,Thu nhập
50000,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Khác 28k,28000,Khác,Chi tiêu
Tiền chú Sơn CSGT đãi tiệc chú Tùng 500 nghìn,500000,Quà tặng,Thu nhập
Mẹ cho NHƯNG LÀ MƯỢN 2TR 2tr bằng tiền mặt,2000000,Mượn tiền,Thu nhập
Sinh tố bơ 39k ck,39000,Cafe,Chi tiêu
Viettel 5G 150 nghìn,150000,4G,Chi tiêu
Mẹ 500 nghìn + Cô 5 500 nghìn 1 triệu,1000000,Quà tặng,Thu nhập
Thanh toán Đám cưới 500k,500000,Đám tiệc,Chi tiêu
Thanh toán Mua bánh xèo vào ăn vs Bằng 100k,100000,Giải trí,Chi tiêu
Mẹ cho bỏ túi 500 nghìn,500000,Quà tặng,Thu nhập
400000,400000,Sức khỏe,Chi tiêu
Caffe 100k hôm nay,100000,Mượn tiền,Thu nhập
Nc tẩy trang 165k ck,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 50k tiền,50000,Hớt tóc,Chi tiêu
2300000,2300000,Phiếu lương,Thu nhập
Thanh toán 4G 5k,5000,4G,Chi tiêu
Mua sữa cho bame 98k ck,98000,Sức khỏe,Chi tiêu
Sách Con đường chẳng mấy ai đi 123k bằng tiền mặt,123000,Giáo dục,Chi tiêu
250000,250000,Di chuyển,Chi tiêu
Thanh toán Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
Thanh toán Mua sữa cho nội 300k,300000,Mượn tiền,Thu nhập
Thanh toán Cô A.Linh gửi 500k,500000,Quà tặng,Thu nhập
Hớt tóc 70k hôm nay,70000,Hớt tóc,Chi tiêu
Trả nợ chị 2 1.5 triệu,1500000,Trả nợ,Chi tiêu
"Gửi xe tháng, ăn uống, hớt tóc, mua đồ, cho bà nội. 1.3tr",1256000,Di chuyển,Chi tiêu
Trả tiền cupe Tiên 500 nghìn,500000,Trả nợ,Chi tiêu
Tăng sên 10 nghìn,10000,Khác,Chi tiêu
Sách: Hiểu hết về tiền 230k,230000,Giáo dục,Chi tiêu
Ăn uống đi bệnh viện 143k,143000,Giải trí,Chi tiêu
Xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
Tiền  triệuả góp điện thoại tháng 7 830 nghìn,830000,Trả nợ,Chi tiêu
Mua thuốc 28k bằng tiền mặt,28000,Sức khỏe,Chi tiêu
Thanh toán Ăn bửa lãnh lương 100k,100000,Phiếu lương,Thu nhập
Đội cho 500 nghìn,500000,Quà tặng,Thu nhập
Thanh toán Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Thanh toán Cho Bằng mượn tiền 500k,500000,Mượn tiền,Thu nhập
Hùng tiền nhậu 100k hôm nay,100000,Đám tiệc,Chi tiêu
Trail leo núi Dinh BR VT 298k,298000,Giải trí,Chi tiêu
Mua vé xem phim 2/9 160k ck,160000,Giải trí,Chi tiêu
Hớt tóc 100k hôm nay,100000,Hớt tóc,Chi tiêu
ChatGPT Plus 157k ck,157000,Khác,Chi tiêu
Cho Khải tiền mua bánh ăn 20k tiền,20000,Tạp phẩm,Chi tiêu
Sửa rửa mặt 283k tiền,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Mẹ cho 500k 500k,500000,Quà tặng,Thu nhập
60000,60000,Hớt tóc,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k ck,100000,Giải trí,Chi tiêu
Mẹ cho 1tr hôm nay,1000000,Quà tặng,Thu nhập
Trả tiền thiếu 100k hôm nay,100000,Trả nợ,Chi tiêu
"Thanh toán Sữa tắm 159k, gội đầu 155k, lăn khử mùi 115k 419k",419000,Mỹ phẩm chăm sóc da,Chi tiêu
145000,145000,Giáo dục,Chi tiêu
Phụ cấp tháng 9 2tr hôm nay,1953000,Phiếu lương,Thu nhập
Xăng 30k ck,30000,Di chuyển,Chi tiêu
Thanh toán Mua bánh xèo vào ăn vs Bằng 100k,100000,Giải trí,Chi tiêu
Đám cưới 500 nghìn,500000,Đám tiệc,Chi tiêu
10000,10000,Sức khỏe,Chi tiêu
Thanh toán Mua nc cho sếp a An chưa chuyển lại 115k,115000,Tạp phẩm,Chi tiêu
Bắt grab về nhà nghỉ 589k ck,589000,Di chuyển,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k bằng tiền mặt,100000,Giải trí,Chi tiêu
185000,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Trả nợ chị 2 1.5 triệu,1500000,Trả nợ,Chi tiêu
1000000,1000000,Mượn tiền,Thu nhập
Mượn 2 mua lẩu 500 nghìn,500000,Mượn tiền,Thu nhập
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k tiền,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Thuốc men 40k bằng tiền mặt,40000,Sức khỏe,Chi tiêu
Ăn sáng 30k hôm nay,30000,Tạp phẩm,Chi tiêu
Lương tháng 7 180k,180000,Phiếu lương,Thu nhập
Bánh kem sinh nhật Khải 210k tiền,210000,Đám tiệc,Chi tiêu
Thanh toán Lì xì 200k,200000,Quà tặng,Thu nhập
Cho nội 200k,200000,Khác,Chi tiêu
Mua thuốc sưng nướu răng 28k bằng tiền mặt,28000,Sức khỏe,Chi tiêu
30000,30000,Di chuyển,Chi tiêu
Mẹ cho 500 nghìn 500 nghìn,500000,Quà tặng,Thu nhập
Kem rạng da 327k bằng tiền mặt,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Sách: Một cuốn sách về chủ nghĩa tối giản 171k tiền,171000,Giáo dục,Chi tiêu
2 đưa tiền ăn sáng vs Khải 50k hôm nay,50000,Quà tặng,Thu nhập
Bánh kem sinh nhật chị Nị 145k ck,145000,Đám tiệc,Chi tiêu
Thanh toán Mẹ cho 600k,600000,Quà tặng,Thu nhập
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Thanh toán Sim 5gb 1.1tr,1050000,4G,Chi tiêu
Thanh toán Đổ xăng 50k,50000,Di chuyển,Chi tiêu
3 ngày đi dạy SC 1tr tiền,1000000,Phiếu lương,Thu nhập
Mượn a Hảo. Đã trả 100k ck,100000,Trả nợ,Chi tiêu
"Mua sách ""Đúng Việc"" 105k bằng tiền mặt",105000,Giáo dục,Chi tiêu
400000,400000,Sức khỏe,Chi tiêu
30000,30000,Cafe,Chi tiêu
Trả chị 2 1 triệu,1000000,Trả nợ,Chi tiêu
Bánh  nghìnem sinh nhật Khải 210 nghìn,210000,Đám tiệc,Chi tiêu
3000000,3000000,Mượn tiền,Thu nhập
Sách: Một cuốn sách về chủ nghĩa tối giản 171k hôm nay,171000,Giáo dục,Chi tiêu
5G 150k ck,150000,4G,Chi tiêu
Hớt tóc 50 nghìn,50000,Sức khỏe,Chi tiêu
Ăn uống đi bệnh viện 143k hôm nay,143000,Giải trí,Chi tiêu
Phụ cấp tháng 12/2025 2.3tr bằng tiền mặt,2300000,Phiếu lương,Thu nhập
Trả chị 2 300k tiền,300000,Trả nợ,Chi tiêu
Thanh toán Trả nợ 2 1tr,1000000,Trả nợ,Chi tiêu
Mẹ cho 1 triệu 1 triệu,1000000,Quà tặng,Thu nhập
Thanh toán Bánh kem sinh nhật chị Nị 145k,145000,Đám tiệc,Chi tiêu
Dao cạo râu 22k tiền,22000,Mỹ phẩm chăm sóc da,Chi tiêu
Cắt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Bánh  nghìnem sinh nhật Khải 210 nghìn,210000,Đám tiệc,Chi tiêu
Đám cưới Duyên 500k hôm nay,500000,Đám tiệc,Chi tiêu
Áo + 50k giải CLB Runner LA 200k tiền,200000,Trả nợ,Chi tiêu
200000,200000,Trả nợ,Chi tiêu
Hớt tóc 70k ck,70000,Hớt tóc,Chi tiêu
35000,35000,Hớt tóc,Chi tiêu
Thanh toán Mua sữa cho bame 98k,98000,Sức khỏe,Chi tiêu
Ăn sáng 140k hôm nay,140000,Tạp phẩm,Chi tiêu
Trà sữa 40k ck,40000,Cafe,Chi tiêu
Xịt sơn thùng để đồ 58k bằng tiền mặt,58000,Khác,Chi tiêu
Thanh toán Hớt tóc 100k,100000,Hớt tóc,Chi tiêu
Khác 18k,18000,Khác,Chi tiêu
Thanh toán Trail leo núi Dinh BR VT 298k,298000,Giải trí,Chi tiêu
Thanh toán Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Bánh kem sinh nhật Khải 210k ck,210000,Đám tiệc,Chi tiêu
1962000,1962000,Phiếu lương,Thu nhập
Thanh toán Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
Sinh nhật sếp Hoài 350k tiền,350000,Đám tiệc,Chi tiêu
Mua đất sét cho Khải học 23k hôm nay,23000,Giáo dục,Chi tiêu
Định lượng tháng 10 400 nghìn,400000,Phiếu lương,Thu nhập
Ăn sáng cháo x3 60k,60000,Tạp phẩm,Chi tiêu
Ship hàng sim 30k bằng tiền mặt,30000,4G,Chi tiêu
Mua đất sét cho Khải học 23k tiền,23000,Giáo dục,Chi tiêu
Tiền  triệuả góp điện thoại tháng 7 830 nghìn,830000,Trả nợ,Chi tiêu
Xăng 50k,50000,Di chuyển,Chi tiêu
Hùng tiền nhậu 100k tiền,100000,Đám tiệc,Chi tiêu
Trả chị 2 300k hôm nay,300000,Trả nợ,Chi tiêu
298000,298000,Giải trí,Chi tiêu
Thanh toán Nạp tiền dt mua mạng 10k,10000,4G,Chi tiêu
Hớt tóc 2 cậu cháu 120 nghìn,120000,Hớt tóc,Chi tiêu
2200000,2200000,Quà tặng,Thu nhập
Đá banh 20k tiền,20000,Khác,Chi tiêu
Thanh toán Di chuyển 50k,50000,Di chuyển,Chi tiêu
Xăng xe 50k,50000,Di chuyển,Chi tiêu
Uống nước nghe nhạc 40k hôm nay,40000,Cafe,Chi tiêu
Dây cáp mạng 120k hôm nay,120000,4G,Chi tiêu
Ăn uống đi bệnh viện 143 nghìn,143000,Giải trí,Chi tiêu
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Thanh toán Móc treo tranh 15k,15000,Khác,Chi tiêu
Mẹ cho 1tr bằng tiền mặt,1000000,Quà tặng,Thu nhập
Thanh toán Hớt tóc 70k,70000,Hớt tóc,Chi tiêu
Thanh toán Cạo vôi răng 100k,100000,Sức khỏe,Chi tiêu
Hớt tóc 30k tiền,30000,Hớt tóc,Chi tiêu
Thanh toán Ăn hủ tiếu 44k,44000,Tạp phẩm,Chi tiêu
Ăn sáng + caffee 85 nghìn,85000,Tạp phẩm,Chi tiêu
Mượn tiền ăn Cupe Tiên 450k tiền,450000,Trả nợ,Chi tiêu
Mượn tiền mua sách 120k 120k tiền,120000,Mượn tiền,Thu nhập
Sinh nhật Mỹ Nhàn 600 nghìn,600000,Đám tiệc,Chi tiêu
Thay nhớt xe 100k ck,100000,Khác,Chi tiêu
Ăn kem 30k,30000,Cafe,Chi tiêu
Thanh toán Vaselines khô môi 65k,65000,Mỹ phẩm chăm sóc da,Chi tiêu
100000,100000,Khác,Chi tiêu
168000,168000,Cafe,Chi tiêu
Card wifi 255k tiền,255000,4G,Chi tiêu
Cho Hậu mượn 200k tiền,200000,Mượn tiền,Thu nhập
Mạng 150k bằng tiền mặt,150000,4G,Chi tiêu
Thanh toán Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Thanh toán Sinh nhật anh Tiến 200k,200000,Trả nợ,Chi tiêu
Mua vé xem phim 2/9 160k bằng tiền mặt,160000,Giải trí,Chi tiêu
"Đổ xăng, mua chuối + caffe cúng, bánh 184k",184000,Di chuyển,Chi tiêu
Mua caffe đi tòa 33k bằng tiền mặt,33000,Cafe,Chi tiêu
Kem đánh răng 25 nghìn,25000,Mỹ phẩm chăm sóc da,Chi tiêu
500000,500000,Quà tặng,Thu nhập
146000,146000,Giải trí,Chi tiêu
Mua thuốc 28k bằng tiền mặt,28000,Sức khỏe,Chi tiêu
Xa bông 18k tiền,18000,Khác,Chi tiêu
Áo + 50k giải CLB Runner LA 200k tiền,200000,Trả nợ,Chi tiêu
20000,20000,Tạp phẩm,Chi tiêu
120000,120000,4G,Chi tiêu
"Sách ""Một đời như kẻ tìm đường"" 135k tiền",135000,Giáo dục,Chi tiêu
Phụ cấp tháng 10 2tr bằng tiền mặt,2000000,Phiếu lương,Thu nhập
Thanh toán Cho Cupe Tiên mượn đóng tiền học 300k,300000,Mượn tiền,Thu nhập
Thanh toán Lương tháng 7 1.8tr,1800000,Phiếu lương,Thu nhập
